x,y,
1.67E+12,3.282118056,14/10/2022 17:30
1.67E+12,3.277777778,14/10/2022 18:00
1.67E+12,3.291493056,14/10/2022 18:30
1.67E+12,3.300868056,14/10/2022 19:00
1.67E+12,3.306423611,14/10/2022 19:30
1.67E+12,3.306770833,14/10/2022 20:00
1.67E+12,3.316666667,14/10/2022 20:30
1.67E+12,3.313368056,14/10/2022 21:00
1.67E+12,3.315798611,14/10/2022 21:30
1.67E+12,3.3265625,14/10/2022 22:00
1.67E+12,3.331076389,14/10/2022 22:30
1.67E+12,3.33125,14/10/2022 23:00
1.67E+12,3.341493056,14/10/2022 23:30
1.67E+12,3.343923611,15/10/2022 0:00
1.67E+12,3.35,15/10/2022 0:30
1.67E+12,3.351388889,15/10/2022 1:00
1.67E+12,3.344444444,15/10/2022 1:30
1.67E+12,3.348784722,15/10/2022 2:00
1.67E+12,3.348263889,15/10/2022 2:30
1.67E+12,3.346527778,15/10/2022 3:00
1.67E+12,3.3375,15/10/2022 3:30
1.67E+12,3.336805556,15/10/2022 4:00
1.67E+12,3.340451389,15/10/2022 4:30
1.67E+12,3.333854167,15/10/2022 5:00
1.67E+12,3.340277778,15/10/2022 5:30
1.67E+12,3.333680556,15/10/2022 6:00
1.67E+12,3.344097222,15/10/2022 6:30
1.67E+12,3.350694444,15/10/2022 7:00
1.67E+12,3.34375,15/10/2022 7:30
1.67E+12,3.347395833,15/10/2022 8:00
1.67E+12,3.346701389,15/10/2022 8:30
1.67E+12,3.344965278,15/10/2022 9:00
1.67E+12,3.339236111,15/10/2022 9:30
1.67E+12,3.336111111,15/10/2022 10:00
1.67E+12,3.328125,15/10/2022 10:30
1.67E+12,3.325,15/10/2022 11:00
1.67E+12,3.322048611,15/10/2022 11:30
1.67E+12,3.315798611,15/10/2022 12:00
1.67E+12,3.309201389,15/10/2022 12:30
1.67E+12,3.297916667,15/10/2022 13:00
1.67E+12,3.288368056,15/10/2022 13:30
1.67E+12,3.280381944,15/10/2022 14:00
1.67E+12,3.269270833,15/10/2022 14:30
1.67E+12,3.256076389,15/10/2022 15:00
1.67E+12,3.243576389,15/10/2022 15:30
1.67E+12,3.238541667,15/10/2022 16:00
1.67E+12,3.229340278,15/10/2022 16:30
1.67E+12,3.216493056,15/10/2022 17:00
1.67E+12,3.206076389,15/10/2022 17:30
1.67E+12,3.213020833,15/10/2022 18:00
1.67E+12,3.192534722,15/10/2022 18:30
1.67E+12,3.171354167,15/10/2022 19:00
1.67E+12,3.158854167,15/10/2022 19:30
1.67E+12,3.147395833,15/10/2022 20:00
1.67E+12,3.126215278,15/10/2022 20:30
1.67E+12,3.103993056,15/10/2022 21:00
1.67E+12,3.087152778,15/10/2022 21:30
1.67E+12,3.065798611,15/10/2022 22:00
1.67E+12,3.04375,15/10/2022 22:30
1.67E+12,3.0234375,15/10/2022 23:00
1.67E+12,3.005902778,15/10/2022 23:30
1.67E+12,2.986631944,16/10/2022 0:00
1.67E+12,2.967361111,16/10/2022 0:30
1.67E+12,2.952777778,16/10/2022 1:00
1.67E+12,2.941666667,16/10/2022 1:30
1.67E+12,2.923611111,16/10/2022 2:00
1.67E+12,2.9078125,16/10/2022 2:30
1.67E+12,2.894965278,16/10/2022 3:00
1.67E+12,2.885069444,16/10/2022 3:30
1.67E+12,2.869618056,16/10/2022 4:00
1.67E+12,2.855034722,16/10/2022 4:30
1.67E+12,2.842013889,16/10/2022 5:00
1.67E+12,2.8234375,16/10/2022 5:30
1.67E+12,2.817881944,16/10/2022 6:00
1.67E+12,2.807291667,16/10/2022 6:30
1.67E+12,2.794618056,16/10/2022 7:00
1.67E+12,2.791666667,16/10/2022 7:30
1.67E+12,2.782118056,16/10/2022 8:00
1.67E+12,2.775694444,16/10/2022 8:30
1.67E+12,2.767708333,16/10/2022 9:00
1.67E+12,2.766493056,16/10/2022 9:30
1.67E+12,2.7640625,16/10/2022 10:00
1.67E+12,2.767013889,16/10/2022 10:30
1.67E+12,2.764930556,16/10/2022 11:00
1.67E+12,2.757118056,16/10/2022 11:30
1.67E+12,2.753298611,16/10/2022 12:00
1.67E+12,2.7546875,16/10/2022 12:30
1.67E+12,2.755034722,16/10/2022 13:00
1.67E+12,2.747395833,16/10/2022 13:30
1.67E+12,2.742708333,16/10/2022 14:00
1.67E+12,2.736111111,16/10/2022 14:30
1.67E+12,2.736111111,16/10/2022 15:00
1.67E+12,2.733854167,16/10/2022 15:30
1.67E+12,2.726909722,16/10/2022 16:00
1.67E+12,2.719618056,16/10/2022 16:30
1.67E+12,2.712673611,16/10/2022 17:00
1.67E+12,2.705381944,16/10/2022 17:30
1.67E+12,2.688194444,16/10/2022 18:00
1.67E+12,2.680034722,16/10/2022 18:30
1.67E+12,2.6765625,16/10/2022 19:00
1.67E+12,2.661111111,16/10/2022 19:30
1.67E+12,2.65,16/10/2022 20:00
1.67E+12,2.642881944,16/10/2022 20:30
1.67E+12,2.634722222,16/10/2022 21:00
1.67E+12,2.623090278,16/10/2022 21:30
1.67E+12,2.613715278,16/10/2022 22:00
1.67E+12,2.609895833,16/10/2022 22:30
1.67E+12,2.601388889,16/10/2022 23:00
1.67E+12,2.593055556,16/10/2022 23:30
1.67E+12,2.582465278,17/10/2022 0:00
1.67E+12,2.572916667,17/10/2022 0:30
1.67E+12,2.560590278,17/10/2022 1:00
1.67E+12,2.55,17/10/2022 1:30
1.67E+12,2.546180556,17/10/2022 2:00
1.67E+12,2.549826389,17/10/2022 2:30
1.67E+12,2.543576389,17/10/2022 3:00
1.67E+12,2.53125,17/10/2022 3:30
1.67E+12,2.527604167,17/10/2022 4:00
1.67E+12,2.524131944,17/10/2022 4:30
1.67E+12,2.515104167,17/10/2022 5:00
1.67E+12,2.5109375,17/10/2022 5:30
1.67E+12,2.503645833,17/10/2022 6:00
1.67E+12,2.496180556,17/10/2022 6:30
1.67E+12,2.493055556,17/10/2022 7:00
1.67E+12,2.491145833,17/10/2022 7:30
1.67E+12,2.489409722,17/10/2022 8:00
1.67E+12,2.485416667,17/10/2022 8:30
1.67E+12,2.483333333,17/10/2022 9:00
1.67E+12,2.478645833,17/10/2022 9:30
1.67E+12,2.476041667,17/10/2022 10:00
1.67E+12,2.472743056,17/10/2022 10:30
1.67E+12,2.469270833,17/10/2022 11:00
1.67E+12,2.470833333,17/10/2022 11:30
1.67E+12,2.476041667,17/10/2022 12:00
1.67E+12,2.480381944,17/10/2022 12:30
1.67E+12,2.484375,17/10/2022 13:00
1.67E+12,2.491145833,17/10/2022 13:30
1.67E+12,2.490451389,17/10/2022 14:00
1.67E+12,2.498611111,17/10/2022 14:30
1.67E+12,2.500694444,17/10/2022 15:00
1.67E+12,2.507118056,17/10/2022 15:30
1.67E+12,2.512326389,17/10/2022 16:00
1.67E+12,2.515798611,17/10/2022 16:30
1.67E+12,2.530729167,17/10/2022 17:00
1.67E+12,2.542881944,17/10/2022 17:30
1.67E+12,2.564583333,17/10/2022 18:00
1.67E+12,2.5796875,17/10/2022 18:30
1.67E+12,2.591145833,17/10/2022 19:00
1.67E+12,2.608506944,17/10/2022 19:30
1.67E+12,2.632986111,17/10/2022 20:00
1.67E+12,2.652083333,17/10/2022 20:30
1.67E+12,2.6703125,17/10/2022 21:00
1.67E+12,2.691840278,17/10/2022 21:30
1.67E+12,2.706597222,17/10/2022 22:00
1.67E+12,2.730555556,17/10/2022 22:30
1.67E+12,2.761111111,17/10/2022 23:00
1.67E+12,2.785590278,17/10/2022 23:30
1.67E+12,2.813368056,18/10/2022 0:00
1.67E+12,2.834722222,18/10/2022 0:30
1.67E+12,2.854513889,18/10/2022 1:00
1.67E+12,2.878993056,18/10/2022 1:30
1.67E+12,2.884722222,18/10/2022 2:00
1.67E+12,2.886979167,18/10/2022 2:30
1.67E+12,2.903819444,18/10/2022 3:00
1.67E+12,2.934027778,18/10/2022 3:30
1.67E+12,2.947395833,18/10/2022 4:00
1.67E+12,2.965451389,18/10/2022 4:30
1.67E+12,2.987847222,18/10/2022 5:00
1.67E+12,3.003125,18/10/2022 5:30
1.67E+12,3.018055556,18/10/2022 6:00
1.67E+12,3.032986111,18/10/2022 6:30
1.67E+12,3.042881944,18/10/2022 7:00
1.67E+12,3.049305556,18/10/2022 7:30
1.67E+12,3.049305556,18/10/2022 8:00
1.67E+12,3.051215278,18/10/2022 8:30
1.67E+12,3.059548611,18/10/2022 9:00
1.67E+12,3.063541667,18/10/2022 9:30
1.67E+12,3.068923611,18/10/2022 10:00
1.67E+12,3.069097222,18/10/2022 10:30
1.67E+12,3.076041667,18/10/2022 11:00
1.67E+12,3.082291667,18/10/2022 11:30
1.67E+12,3.083159722,18/10/2022 12:00
1.67E+12,3.0796875,18/10/2022 12:30
1.67E+12,3.084895833,18/10/2022 13:00
1.67E+12,3.084895833,18/10/2022 13:30
1.67E+12,3.091319444,18/10/2022 14:00
1.67E+12,3.0921875,18/10/2022 14:30
1.67E+12,3.096701389,18/10/2022 15:00
1.67E+12,3.100694444,18/10/2022 15:30
1.67E+12,3.107986111,18/10/2022 16:00
1.67E+12,3.116319444,18/10/2022 16:30
1.67E+12,3.1171875,18/10/2022 17:00
1.67E+12,3.116493056,18/10/2022 17:30
1.67E+12,3.111979167,18/10/2022 18:00
1.67E+12,3.1125,18/10/2022 18:30
1.67E+12,3.116319444,18/10/2022 19:00
1.67E+12,3.117881944,18/10/2022 19:30
1.67E+12,3.1125,18/10/2022 20:00
1.67E+12,3.109548611,18/10/2022 20:30
1.67E+12,3.116145833,18/10/2022 21:00
1.67E+12,3.112847222,18/10/2022 21:30
1.67E+12,3.113194444,18/10/2022 22:00
1.67E+12,3.106076389,18/10/2022 22:30
1.67E+12,3.091493056,18/10/2022 23:00
1.67E+12,3.078819444,18/10/2022 23:30
1.67E+12,3.070486111,19/10/2022 0:00
1.67E+12,3.067361111,19/10/2022 0:30
1.67E+12,3.065625,19/10/2022 1:00
1.67E+12,3.060243056,19/10/2022 1:30
1.67E+12,3.070659722,19/10/2022 2:00
1.67E+12,3.076736111,19/10/2022 2:30
1.67E+12,3.073090278,19/10/2022 3:00
1.67E+12,3.057118056,19/10/2022 3:30
1.67E+12,3.0546875,19/10/2022 4:00
1.67E+12,3.047048611,19/10/2022 4:30
1.67E+12,3.045659722,19/10/2022 5:00
1.67E+12,3.040451389,19/10/2022 5:30
1.67E+12,3.036979167,19/10/2022 6:00
1.67E+12,3.027951389,19/10/2022 6:30
1.67E+12,3.026215278,19/10/2022 7:00
1.67E+12,3.025694444,19/10/2022 7:30
1.67E+12,3.025520833,19/10/2022 8:00
1.67E+12,3.025173611,19/10/2022 8:30
1.67E+12,3.016493056,19/10/2022 9:00
1.67E+12,3.016840278,19/10/2022 9:30
1.67E+12,3.012673611,19/10/2022 10:00
1.67E+12,3.011458333,19/10/2022 10:30
1.67E+12,3.006770833,19/10/2022 11:00
1.67E+12,3.003645833,19/10/2022 11:30
1.67E+12,3.002430556,19/10/2022 12:00
1.67E+12,3.0015625,19/10/2022 12:30
1.67E+12,2.991493056,19/10/2022 13:00
1.67E+12,2.991666667,19/10/2022 13:30
1.67E+12,2.993055556,19/10/2022 14:00
1.67E+12,2.996354167,19/10/2022 14:30
1.67E+12,2.996180556,19/10/2022 15:00
1.67E+12,2.997916667,19/10/2022 15:30
1.67E+12,2.995486111,19/10/2022 16:00
1.67E+12,2.991145833,19/10/2022 16:30
1.67E+12,2.990625,19/10/2022 17:00
1.67E+12,2.993402778,19/10/2022 17:30
1.67E+12,2.9921875,19/10/2022 18:00
1.67E+12,2.9953125,19/10/2022 18:30
1.67E+12,2.995659722,19/10/2022 19:00
1.67E+12,2.997569444,19/10/2022 19:30
1.67E+12,3,19/10/2022 20:00
1.67E+12,3.002604167,19/10/2022 20:30
1.67E+12,2.998784722,19/10/2022 21:00
1.67E+12,3.004340278,19/10/2022 21:30
1.67E+12,3.011979167,19/10/2022 22:00
1.67E+12,3.010763889,19/10/2022 22:30
1.67E+12,3.009375,19/10/2022 23:00
1.67E+12,3.018055556,19/10/2022 23:30
1.67E+12,3.025347222,20/10/2022 0:00
1.67E+12,3.021180556,20/10/2022 0:30
1.67E+12,3.018923611,20/10/2022 1:00
1.67E+12,3.028472222,20/10/2022 1:30
1.67E+12,3.027256944,20/10/2022 2:00
1.67E+12,3.026388889,20/10/2022 2:30
1.67E+12,3.024479167,20/10/2022 3:00
1.67E+12,3.031944444,20/10/2022 3:30
1.67E+12,3.035069444,20/10/2022 4:00
1.67E+12,3.032638889,20/10/2022 4:30
1.67E+12,3.028298611,20/10/2022 5:00
1.67E+12,3.027777778,20/10/2022 5:30
1.67E+12,3.028993056,20/10/2022 6:00
1.67E+12,3.033159722,20/10/2022 6:30
1.67E+12,3.035763889,20/10/2022 7:00
1.67E+12,3.032986111,20/10/2022 7:30
1.67E+12,3.035763889,20/10/2022 8:00
1.67E+12,3.037326389,20/10/2022 8:30
1.67E+12,3.047222222,20/10/2022 9:00
1.67E+12,3.055902778,20/10/2022 9:30
1.67E+12,3.056944444,20/10/2022 10:00
1.67E+12,3.061458333,20/10/2022 10:30
1.67E+12,3.059722222,20/10/2022 11:00
1.67E+12,3.062847222,20/10/2022 11:30
1.67E+12,3.071006944,20/10/2022 12:00
1.67E+12,3.074131944,20/10/2022 12:30
1.67E+12,3.077083333,20/10/2022 13:00
1.67E+12,3.082465278,20/10/2022 13:30
1.67E+12,3.079513889,20/10/2022 14:00
1.67E+12,3.078993056,20/10/2022 14:30
1.67E+12,3.085416667,20/10/2022 15:00
1.67E+12,3.085763889,20/10/2022 15:30
1.67E+12,3.093229167,20/10/2022 16:00
1.67E+12,3.094791667,20/10/2022 16:30
1.67E+12,3.09375,20/10/2022 17:00
1.67E+12,3.092013889,20/10/2022 17:30
1.67E+12,3.082465278,20/10/2022 18:00
1.67E+12,3.084548611,20/10/2022 18:30
1.67E+12,3.076388889,20/10/2022 19:00
1.67E+12,3.080381944,20/10/2022 19:30
1.67E+12,3.080034722,20/10/2022 20:00
1.67E+12,3.082118056,20/10/2022 20:30
1.67E+12,3.085763889,20/10/2022 21:00
1.67E+12,3.078298611,20/10/2022 21:30
1.67E+12,3.083506944,20/10/2022 22:00
1.67E+12,3.090451389,20/10/2022 22:30
1.67E+12,3.101215278,20/10/2022 23:00
1.67E+12,3.099826389,20/10/2022 23:30
1.67E+12,3.099826389,21/10/2022 0:00
1.67E+12,3.101736111,21/10/2022 0:30
1.67E+12,3.104861111,21/10/2022 1:00
1.67E+12,3.099826389,21/10/2022 1:30
1.67E+12,3.098090278,21/10/2022 2:00
1.67E+12,3.099652778,21/10/2022 2:30
1.67E+12,3.102604167,21/10/2022 3:00
1.67E+12,3.102604167,21/10/2022 3:30
1.67E+12,3.104340278,21/10/2022 4:00
1.67E+12,3.103993056,21/10/2022 4:30
1.67E+12,3.1046875,21/10/2022 5:00
1.67E+12,3.105555556,21/10/2022 5:30
1.67E+12,3.105902778,21/10/2022 6:00
1.67E+12,3.107291667,21/10/2022 6:30
1.67E+12,3.105902778,21/10/2022 7:00
1.67E+12,3.111805556,21/10/2022 7:30
1.67E+12,3.109027778,21/10/2022 8:00
1.67E+12,3.112847222,21/10/2022 8:30
1.67E+12,3.111631944,21/10/2022 9:00
1.67E+12,3.100868056,21/10/2022 9:30
1.67E+12,3.102256944,21/10/2022 10:00
1.67E+12,3.103645833,21/10/2022 10:30
1.67E+12,3.103819444,21/10/2022 11:00
1.67E+12,3.1015625,21/10/2022 11:30
1.67E+12,3.093055556,21/10/2022 12:00
1.67E+12,3.089930556,21/10/2022 12:30
1.67E+12,3.089583333,21/10/2022 13:00
1.67E+12,3.085243056,21/10/2022 13:30
1.67E+12,3.084548611,21/10/2022 14:00
1.67E+12,3.082986111,21/10/2022 14:30
1.67E+12,3.082291667,21/10/2022 15:00
1.67E+12,3.078645833,21/10/2022 15:30
1.67E+12,3.073611111,21/10/2022 16:00
1.67E+12,3.073611111,21/10/2022 16:30
1.67E+12,3.073784722,21/10/2022 17:00
1.67E+12,3.080902778,21/10/2022 17:30
1.67E+12,3.095659722,21/10/2022 18:00
1.67E+12,3.096354167,21/10/2022 18:30
1.67E+12,3.10625,21/10/2022 19:00
1.67E+12,3.100694444,21/10/2022 19:30
1.67E+12,3.101909722,21/10/2022 20:00
1.67E+12,3.105555556,21/10/2022 20:30
1.67E+12,3.101041667,21/10/2022 21:00
1.67E+12,3.103993056,21/10/2022 21:30
1.67E+12,3.101388889,21/10/2022 22:00
1.67E+12,3.101388889,21/10/2022 22:30
1.67E+12,3.095659722,21/10/2022 23:00
1.67E+12,3.089583333,21/10/2022 23:30
1.67E+12,3.096527778,22/10/2022 0:00
1.67E+12,3.103993056,22/10/2022 0:30
1.67E+12,3.108854167,22/10/2022 1:00
1.67E+12,3.114236111,22/10/2022 1:30
1.67E+12,3.113020833,22/10/2022 2:00
1.67E+12,3.119270833,22/10/2022 2:30
1.67E+12,3.1234375,22/10/2022 3:00
1.67E+12,3.119097222,22/10/2022 3:30
1.67E+12,3.111979167,22/10/2022 4:00
1.67E+12,3.116319444,22/10/2022 4:30
1.67E+12,3.108506944,22/10/2022 5:00
1.67E+12,3.118402778,22/10/2022 5:30
1.67E+12,3.116493056,22/10/2022 6:00
1.67E+12,3.118229167,22/10/2022 6:30
1.67E+12,3.110416667,22/10/2022 7:00
1.67E+12,3.105381944,22/10/2022 7:30
1.67E+12,3.111631944,22/10/2022 8:00
1.67E+12,3.116145833,22/10/2022 8:30
1.67E+12,3.114583333,22/10/2022 9:00
1.67E+12,3.1171875,22/10/2022 9:30
1.67E+12,3.117013889,22/10/2022 10:00
1.67E+12,3.114930556,22/10/2022 10:30
1.67E+12,3.120138889,22/10/2022 11:00
1.67E+12,3.121875,22/10/2022 11:30
1.67E+12,3.121180556,22/10/2022 12:00
1.67E+12,3.115277778,22/10/2022 12:30
1.67E+12,3.114583333,22/10/2022 13:00
1.67E+12,3.1109375,22/10/2022 13:30
1.67E+12,3.110763889,22/10/2022 14:00
1.67E+12,3.110416667,22/10/2022 14:30
1.67E+12,3.100520833,22/10/2022 15:00
1.67E+12,3.098611111,22/10/2022 15:30
1.67E+12,3.090625,22/10/2022 16:00
1.67E+12,3.087673611,22/10/2022 16:30
1.67E+12,3.080381944,22/10/2022 17:00
1.67E+12,3.069270833,22/10/2022 17:30
1.67E+12,3.051041667,22/10/2022 18:00
1.67E+12,3.038541667,22/10/2022 18:30
1.67E+12,3.023611111,22/10/2022 19:00
1.67E+12,3.014409722,22/10/2022 19:30
1.67E+12,3.002430556,22/10/2022 20:00
1.67E+12,2.983680556,22/10/2022 20:30
1.67E+12,2.971527778,22/10/2022 21:00
1.67E+12,2.958506944,22/10/2022 21:30
1.67E+12,2.938541667,22/10/2022 22:00
1.67E+12,2.921006944,22/10/2022 22:30
1.67E+12,2.905902778,22/10/2022 23:00
1.67E+12,2.899305556,22/10/2022 23:30
1.67E+12,2.8734375,23/10/2022 0:00
1.67E+12,2.858854167,23/10/2022 0:30
1.67E+12,2.841840278,23/10/2022 1:00
1.67E+12,2.823958333,23/10/2022 1:30
1.67E+12,2.813020833,23/10/2022 2:00
1.67E+12,2.792881944,23/10/2022 2:30
1.67E+12,2.781770833,23/10/2022 3:00
1.67E+12,2.774652778,23/10/2022 3:30
1.67E+12,2.768055556,23/10/2022 4:00
1.67E+12,2.751909722,23/10/2022 4:30
1.67E+12,2.739583333,23/10/2022 5:00
1.67E+12,2.721875,23/10/2022 5:30
1.67E+12,2.711805556,23/10/2022 6:00
1.67E+12,2.702256944,23/10/2022 6:30
1.67E+12,2.700520833,23/10/2022 7:00
1.67E+12,2.697569444,23/10/2022 7:30
1.67E+12,2.696354167,23/10/2022 8:00
1.67E+12,2.685243056,23/10/2022 8:30
1.67E+12,2.682638889,23/10/2022 9:00
1.67E+12,2.6828125,23/10/2022 9:30
1.67E+12,2.681423611,23/10/2022 10:00
1.67E+12,2.677256944,23/10/2022 10:30
1.67E+12,2.668576389,23/10/2022 11:00
1.67E+12,2.6609375,23/10/2022 11:30
1.67E+12,2.659548611,23/10/2022 12:00
1.67E+12,2.663020833,23/10/2022 12:30
1.67E+12,2.656076389,23/10/2022 13:00
1.67E+12,2.652430556,23/10/2022 13:30
1.67E+12,2.646701389,23/10/2022 14:00
1.67E+12,2.6390625,23/10/2022 14:30
1.67E+12,2.634722222,23/10/2022 15:00
1.67E+12,2.626909722,23/10/2022 15:30
1.67E+12,2.620833333,23/10/2022 16:00
1.67E+12,2.611111111,23/10/2022 16:30
1.67E+12,2.599652778,23/10/2022 17:00
1.67E+12,2.586979167,23/10/2022 17:30
1.67E+12,2.5828125,23/10/2022 18:00
1.67E+12,2.578125,23/10/2022 18:30
1.67E+12,2.571354167,23/10/2022 19:00
1.67E+12,2.559895833,23/10/2022 19:30
1.67E+12,2.546875,23/10/2022 20:00
1.67E+12,2.542013889,23/10/2022 20:30
1.67E+12,2.538715278,23/10/2022 21:00
1.67E+12,2.533333333,23/10/2022 21:30
1.67E+12,2.532986111,23/10/2022 22:00
1.67E+12,2.522048611,23/10/2022 22:30
1.67E+12,2.518402778,23/10/2022 23:00
1.67E+12,2.509895833,23/10/2022 23:30
1.67E+12,2.502430556,24/10/2022 0:00
1.67E+12,2.498611111,24/10/2022 0:30
1.67E+12,2.496180556,24/10/2022 1:00
1.67E+12,2.49375,24/10/2022 1:30
1.67E+12,2.492013889,24/10/2022 2:00
1.67E+12,2.504861111,24/10/2022 2:30
1.67E+12,2.510243056,24/10/2022 3:00
1.67E+12,2.501736111,24/10/2022 3:30
1.67E+12,2.5,24/10/2022 4:00
1.67E+12,2.5078125,24/10/2022 4:30
1.67E+12,2.511631944,24/10/2022 5:00
1.67E+12,2.512847222,24/10/2022 5:30
1.67E+12,2.515972222,24/10/2022 6:00
1.67E+12,2.514756944,24/10/2022 6:30
1.67E+12,2.519444444,24/10/2022 7:00
1.67E+12,2.524479167,24/10/2022 7:30
1.67E+12,2.527083333,24/10/2022 8:00
1.67E+12,2.528645833,24/10/2022 8:30
1.67E+12,2.531076389,24/10/2022 9:00
1.67E+12,2.530902778,24/10/2022 9:30
1.67E+12,2.531076389,24/10/2022 10:00
1.67E+12,2.533333333,24/10/2022 10:30
1.67E+12,2.539756944,24/10/2022 11:00
1.67E+12,2.545833333,24/10/2022 11:30
1.67E+12,2.546875,24/10/2022 12:00
1.67E+12,2.552083333,24/10/2022 12:30
1.67E+12,2.561111111,24/10/2022 13:00
1.67E+12,2.563715278,24/10/2022 13:30
1.67E+12,2.566493056,24/10/2022 14:00
1.67E+12,2.568402778,24/10/2022 14:30
1.67E+12,2.568402778,24/10/2022 15:00
1.67E+12,2.5796875,24/10/2022 15:30
1.67E+12,2.595486111,24/10/2022 16:00
1.67E+12,2.611631944,24/10/2022 16:30
1.67E+12,2.628993056,24/10/2022 17:00
1.67E+12,2.646180556,24/10/2022 17:30
1.67E+12,2.661458333,24/10/2022 18:00
1.67E+12,2.680034722,24/10/2022 18:30
1.67E+12,2.7015625,24/10/2022 19:00
1.67E+12,2.723958333,24/10/2022 19:30
1.67E+12,2.750520833,24/10/2022 20:00
1.67E+12,2.772048611,24/10/2022 20:30
1.67E+12,2.783680556,24/10/2022 21:00
1.67E+12,2.798958333,24/10/2022 21:30
1.67E+12,2.815798611,24/10/2022 22:00
1.67E+12,2.842534722,24/10/2022 22:30
1.67E+12,2.8734375,24/10/2022 23:00
1.67E+12,2.894965278,24/10/2022 23:30
1.67E+12,2.924652778,25/10/2022 0:00
1.67E+12,2.944965278,25/10/2022 0:30
1.67E+12,2.962326389,25/10/2022 1:00
1.67E+12,2.984027778,25/10/2022 1:30
1.67E+12,2.992708333,25/10/2022 2:00
1.67E+12,2.994618056,25/10/2022 2:30
1.67E+12,3.004513889,25/10/2022 3:00
1.67E+12,3.029340278,25/10/2022 3:30
1.67E+12,3.045833333,25/10/2022 4:00
1.67E+12,3.055729167,25/10/2022 4:30
1.67E+12,3.0703125,25/10/2022 5:00
1.67E+12,3.079340278,25/10/2022 5:30
1.67E+12,3.088715278,25/10/2022 6:00
1.67E+12,3.101041667,25/10/2022 6:30
1.67E+12,3.105034722,25/10/2022 7:00
1.67E+12,3.108506944,25/10/2022 7:30
1.67E+12,3.103645833,25/10/2022 8:00
1.67E+12,3.107118056,25/10/2022 8:30
1.67E+12,3.108854167,25/10/2022 9:00
1.67E+12,3.115277778,25/10/2022 9:30
1.67E+12,3.118402778,25/10/2022 10:00
1.67E+12,3.120833333,25/10/2022 10:30
1.67E+12,3.118229167,25/10/2022 11:00
1.67E+12,3.123784722,25/10/2022 11:30
1.67E+12,3.124652778,25/10/2022 12:00
1.67E+12,3.126909722,25/10/2022 12:30
1.67E+12,3.130208333,25/10/2022 13:00
1.67E+12,3.136979167,25/10/2022 13:30
1.67E+12,3.138715278,25/10/2022 14:00
1.67E+12,3.144618056,25/10/2022 14:30
1.67E+12,3.153125,25/10/2022 15:00
1.67E+12,3.149652778,25/10/2022 15:30
1.67E+12,3.141666667,25/10/2022 16:00
1.67E+12,3.130902778,25/10/2022 16:30
1.67E+12,3.126909722,25/10/2022 17:00
1.67E+12,3.136805556,25/10/2022 17:30
1.67E+12,3.149131944,25/10/2022 18:00